Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,9/19/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Faroe Islands,FRO,Agricultural land (% of land area),AG.LND.AGRI.ZS,,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,2.148997041,,
"Micronesia, Fed. Sts.",FSM,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.14285714,32.14285714,32.14285714,32.14285714,32.14285714,32.14285714,32.14285714,32.14285714,32.14285714,32.14285714,32.14285714,32.14285714,32.14285714,32.14285714,32.14285714,32.14285714,32.14285714,32.14285714,31.42857143,31.42857143,31.42857143,31.42857143,31.42857143,31.42857143,31.42857143,31.42857143,,
Gabon,GAB,Agricultural land (% of land area),AG.LND.AGRI.ZS,,20.16144681,20.21966081,20.2778748,20.3360888,20.39430279,20.45251679,20.31668413,20.37489813,20.23906547,20.10323282,20.18085148,20.04501882,19.92859083,19.98680483,20.06054255,20.00232856,20.09159002,20.17697054,19.98680483,19.99456669,19.99456669,19.99456669,19.99456669,19.99456669,19.99456669,19.99456669,19.99456669,19.99456669,19.99456669,20.01397136,20.01397136,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,20.02561416,,
United Kingdom,GBR,Agricultural land (% of land area),AG.LND.AGRI.ZS,,81.84185508,81.75505311,81.62278345,81.44091266,80.95316827,80.80849833,80.82503203,80.29595337,80.10581573,77.91096598,77.88616542,77.52655727,77.27855165,77.03881288,76.81147439,76.74947299,76.42706568,76.37746456,76.26999545,76.34026371,75.72438309,75.56317943,75.29450668,75.2366387,75.09610218,74.93903195,74.88116397,76.15012607,75.66651511,75.24077212,74.9927665,74.69102633,72.47550944,71.95883107,71.83482826,72.31017236,72.68631422,72.40937461,71.17347993,70.11945604,70.07398834,70.16905717,70.08638862,70.47906419,70.08638862,73.73207126,72.9425867,73.0955235,71.6116232,71.19414707,70.94614145,71.02054313,71.30243963,71.22721448,70.83867234,71.71487814,,
Georgia,GEO,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.46711757,45.01367103,44.56756368,43.86242625,43.67534897,43.70413009,43.81925457,43.15728882,43.17167938,43.21485106,43.22924162,43.25802274,35.861275,36.26421068,36.23542956,36.221039,36.17786732,35.94761836,35.40077709,35.14750183,35.0410131,35.77637211,34.76845674,34.79781404,34.45100014,,
Ghana,GHA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.8590138,51.8590138,52.29849697,52.73798014,52.73798014,52.73798014,52.73798014,53.61694647,53.61694647,54.05642964,54.49591281,54.49591281,54.49591281,54.93539597,54.93539597,55.3968533,55.90225894,55.90225894,56.25384548,56.69332865,57.57229498,58.45126132,59.89276611,61.65948844,62.31871319,63.41742111,63.76900765,64.30078228,65.19732794,66.36195834,66.36195834,67.24092467,67.68040784,68.55937418,68.55937418,68.64727081,69.08675398,68.99885734,68.99885734,68.99885734,68.99885734,68.99885734,,
Gibraltar,GIB,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,59.49861631,59.49454664,59.39687449,59.29920234,59.20559987,59.10792772,59.01025558,58.91258343,58.81491128,58.72130881,58.62363666,58.52596451,58.42829237,58.33468989,58.27771447,58.18004232,58.08237018,57.98469803,57.97248901,57.87481686,57.77714472,57.67947257,57.62249715,57.52889468,57.47191926,57.37424711,57.27657496,57.30506267,57.20739053,57.54924304,57.17483314,57.19925118,57.18704216,57.17076347,57.07309132,56.63763633,56.16148462,55.81556243,55.10336969,54.89581638,55.10336969,55.91730425,56.34461989,56.69054208,57.46784958,57.50447664,57.70796028,57.95214065,57.99283738,58.19632102,58.19632102,58.6032883,59.01025558,59.01025558,59.01025558,59.01025558,,
"Gambia, The",GMB,Agricultural land (% of land area),AG.LND.AGRI.ZS,,51.77865613,51.87747036,51.97628458,52.07509881,52.17391304,52.27272727,52.47035573,52.47035573,52.66798419,52.76679842,53.06324111,53.55731225,54.0513834,56.71936759,56.12648221,56.02766798,56.71936759,57.41106719,56.32411067,55.63241107,57.80632411,59.88142292,58.00395257,56.62055336,56.62055336,57.50988142,58.20158103,59.68379447,57.90513834,57.90513834,58.49802372,55.13833992,55.03952569,55.03952569,55.03952569,55.03952569,55.03952569,54.54545455,54.54545455,54.54545455,53.35968379,51.08695652,50.09881423,50.88932806,52.07509881,48.91304348,48.91304348,54.54545455,59.58498024,60.77075099,60.77075099,59.7826087,59.7826087,59.7826087,59.7826087,59.7826087,,
Guinea-Bissau,GNB,Agricultural land (% of land area),AG.LND.AGRI.ZS,,48.29302987,48.29302987,48.29302987,48.29302987,48.29302987,48.29302987,48.64864865,48.64864865,48.64864865,48.64864865,48.64864865,48.64864865,48.82645804,49.00426743,49.00426743,49.00426743,49.0398293,49.0398293,49.07539118,49.18207681,49.43100996,49.89331437,50.24893314,51.20910384,51.49359886,50.3200569,50.14224751,49.78662873,51.10241821,51.45803698,51.45803698,51.45803698,52.16927454,52.52489331,52.84495021,53.05832148,54.65860597,54.65860597,56.47226174,57.89473684,57.89473684,57.21906117,56.89900427,57.25462304,57.25462304,57.25462304,57.25462304,57.25462304,57.25462304,57.9658606,57.9658606,57.9658606,57.9658606,57.9658606,57.9658606,57.9658606,,
Equatorial Guinea,GNQ,Agricultural land (% of land area),AG.LND.AGRI.ZS,,11.1942959,11.37254902,11.55080214,11.58645276,11.58645276,11.72905526,11.72905526,11.72905526,11.72905526,11.72905526,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.90730838,11.55080214,11.55080214,11.55080214,11.55080214,11.1942959,11.1942959,11.01604278,10.48128342,10.48128342,10.12477718,10.12477718,10.12477718,10.12477718,10.12477718,10.12477718,,
Greece,GRC,Agricultural land (% of land area),AG.LND.AGRI.ZS,,69.12335144,69.06128782,69.9844841,69.75174554,67.32350659,70.51978278,70.69821567,70.93095423,70.93871218,71.02404965,71.02404965,71.06283941,70.93095423,70.91543832,70.73700543,70.71373157,70.69045772,71.17920869,71.2257564,71.21799845,71.4197052,71.4197052,71.23351435,71.44297905,71.24903026,71.21799845,71.19472459,71.2102405,71.48952676,71.54383243,71.09387122,71.11714507,71.06283941,71.14041893,71.09387122,71.15593483,69.70519783,68.13033359,67.26144298,66.16757176,65.46159814,64.72459271,64.01861908,62.68425136,62.10240497,61.0007758,60.14740109,59.4026377,58.65011637,58.09930178,57.37781226,56.50116369,55.49262995,48.10705974,48.09154383,47.60279286,,
Grenada,GRD,Agricultural land (% of land area),AG.LND.AGRI.ZS,,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,58.82352941,58.82352941,58.82352941,58.82352941,58.82352941,58.82352941,55.88235294,55.88235294,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353,41.17647059,41.17647059,38.23529412,38.23529412,38.23529412,38.23529412,35.29411765,35.29411765,35.29411765,35.29411765,32.35294118,32.35294118,32.35294118,32.35294118,35.29411765,35.29411765,38.23529412,38.23529412,35.29411765,35.29411765,20.58823529,20.58823529,20.58823529,20.58823529,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,,
Greenland,GRL,Agricultural land (% of land area),AG.LND.AGRI.ZS,,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.688615754,0.689493726,0.690371653,0.691249625,0.692127597,0.693005569,0.693883541,0.694761469,0.695639441,0.696517413,0.697395385,0.698273357,0.582044083,0.582774996,0.583505908,0.584236821,0.584967733,0.585698609,0.586429521,0.587160434,0.587891346,0.588622259,0.589353134,0.590084047,0.590814959,0.591545872,0.592276784,0.59300766,0.592203697,0.592228047,0.592276784,0.592301134,,
Guatemala,GTM,Agricultural land (% of land area),AG.LND.AGRI.ZS,,24.69204927,24.80403135,24.91601344,25.02799552,25.1399776,25.25195969,25.45726017,25.56924225,25.58790594,25.70921986,25.82120194,26.12915267,26.5304218,26.82904069,26.95035461,27.3422919,27.93019784,28.04217992,28.14483016,28.46211273,28.62075401,28.9660321,29.10600971,35.3210153,35.3210153,35.3210153,35.3210153,39.98693542,39.98693542,39.98693542,39.98693542,39.98693542,41.82530795,42.10526316,42.10526316,42.10526316,42.19858156,41.34005226,41.43337066,41.66666667,41.94662187,42.22657708,47.25643897,44.79283315,42.57185517,40.12691303,41.19074281,38.61515491,37.73366964,36.9734983,36.30664536,35.54647174,34.72097752,35.40313595,35.98357596,35.98357596,,
Guam,GUM,Agricultural land (% of land area),AG.LND.AGRI.ZS,,29.62962963,29.62962963,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,33.33333333,33.33333333,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,35.18518519,35.18518519,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,,
Guyana,GUY,Agricultural land (% of land area),AG.LND.AGRI.ZS,,6.908647247,6.908647247,6.908647247,6.908647247,6.908647247,6.934065375,6.934065375,6.944232627,6.944232627,6.969650755,6.969650755,6.984901632,6.995068883,6.995068883,7.000254001,7.406654813,7.833375667,8.26009652,8.712217424,8.712217424,8.712217424,8.712217424,8.763017526,8.778257557,8.778257557,8.788417577,8.788417577,8.788417577,8.798577597,8.798577597,8.808737617,8.808737617,8.808737617,8.808737617,8.808737617,8.808737617,8.808737617,8.808737617,8.813817628,8.676657353,8.676657353,8.676657353,8.676657353,8.676657353,8.524257049,8.524257049,8.524257049,8.524257049,8.524257049,8.524257049,8.524257049,8.524257049,8.534417069,8.534417069,8.58521717,8.636017272,,
High income,HIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,,38.07935052,38.03557134,38.03105338,38.02095231,38.02543277,38.03971155,38.09254633,38.01402661,38.10199808,38.08456067,38.02560582,38.02508109,38.05143398,38.03576299,38.01059934,38.04067637,37.75249329,37.6155135,37.69472695,37.73537105,37.71590606,37.65726141,37.43838733,37.64169132,37.77994999,37.86824868,37.87589957,38.03997422,38.02944269,38.079208,37.93798079,37.97851238,37.96217957,38.32199049,38.27294938,38.40469954,38.37763009,38.63640515,38.50605269,38.53596169,38.48062018,38.04879505,37.79805984,37.74765618,37.88633986,37.4400051,37.19715686,36.98405523,36.59487226,36.16607714,36.33107207,36.29412002,35.92999277,36.22466064,35.00430008,35.11524661,,
"Hong Kong SAR, China",HKG,Agricultural land (% of land area),AG.LND.AGRI.ZS,,13.7254902,13.7254902,13.7254902,12.74509804,12.74509804,12.74509804,12.74509804,12.74509804,12.74509804,12.74509804,11.76470588,11.76470588,11.76470588,11.76470588,9.900990099,9.900990099,9,8,8,8,9,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,8.080808081,8.080808081,8.080808081,8.080808081,8.080808081,8.080808081,7.619047619,7.619047619,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,5.714285714,5.714285714,5.714285714,5.714285714,5.238095238,5.238095238,4.857142766,4.857142766,4.857142766,4.857142766,4.761904762,,
Honduras,HND,Agricultural land (% of land area),AG.LND.AGRI.ZS,,26.63330056,26.72267405,26.7673608,26.81204755,26.85673429,26.94610778,27.03548128,27.08016802,27.08016802,27.16954151,27.21422826,27.52703548,27.61640897,27.67003307,28.01858969,28.33139691,29.0016981,29.10894629,29.10894629,29.10894629,29.17150773,29.21619448,29.22513183,29.28769327,29.29663062,29.35919206,29.35919206,29.35919206,30.12780409,29.67199929,29.86862097,29.98480651,31.7097149,31.45946912,31.10197515,31.10197515,30.34230047,30.34230047,29.82393422,26.23111985,26.2400572,27.06229332,28.17946197,28.06327643,28.15264992,28.24202342,28.24202342,28.4565198,28.58164268,28.86763786,28.86763786,28.9123246,28.9123246,28.9123246,28.9123246,28.9123246,,
Heavily indebted poor countries (HIPC),HPC,Agricultural land (% of land area),AG.LND.AGRI.ZS,,32.69842551,32.73639207,32.82700806,32.89778068,32.94182927,32.97076495,33.00559835,33.09105383,33.14124587,33.16201076,33.28918031,33.35589825,33.37291562,33.3973272,33.4983717,33.57191186,33.65128854,33.75425705,33.80635568,33.86951297,33.97960818,34.03791195,34.13197208,34.22197737,34.34202539,34.46133615,34.47626536,34.57395028,34.64583164,34.777737,34.90491171,35.0063443,35.11078863,35.26587137,35.40507179,35.57839616,35.77819106,35.91468689,36.11701375,36.24781266,36.4511132,36.5786988,36.82577177,36.96076798,37.41728724,37.47095679,37.63369412,37.89976421,38.06757869,38.20989242,38.38736888,38.56662254,38.61401233,38.60430798,38.60265078,38.60460719,,
Croatia,HRV,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.99767483,40.63673761,41.35217314,41.7098909,34.5659164,34.67309753,36.63029869,36.34412449,20.90860311,21.0695761,21.12323377,21.39152209,21.01501072,21.64045747,21.9799857,21.47962831,23.03609678,23.2237308,23.83488293,23.69728334,23.78484632,28.00750623,26.96211667,27.47676868,27.59113653,,
Haiti,HTI,Agricultural land (% of land area),AG.LND.AGRI.ZS,,60.23222061,60.41364296,60.59506531,60.77648766,60.95791001,61.13933237,61.32075472,61.50217707,61.68359942,61.86502177,62.04644412,57.47460087,57.4383164,57.4383164,57.4383164,57.51088534,57.51088534,57.87373004,57.87373004,58.05515239,58.05515239,58.05515239,58.05515239,58.05515239,58.05515239,58.05515239,58.05515239,58.01886792,57.98258345,57.94629898,57.91001451,57.14804064,57.14804064,57.87373004,57.69230769,57.69230769,61.32075472,61.32075472,61.32075472,61.32075472,60.59506531,60.59506531,60.59506531,60.59506531,60.59506531,60.59506531,66.03773585,64.22351234,65.17888084,67.85195936,66.40058055,64.22351234,66.76342525,66.76342525,66.76342525,66.76342525,,
Hungary,HUN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,78.66503776,77.89380138,77.57414195,77.51860491,77.23839147,76.95811576,76.82222222,76.70852317,76.54183798,76.40586797,76.19206402,76.09203068,75.9697677,75.38068245,75.24730466,75.11951084,74.79991107,74.4470379,73.96574733,73.70704037,73.42602892,73.2228279,73.10858923,72.91944815,72.75255897,72.57454384,72.44103249,72.29331256,72.14865917,72.03738734,71.88160677,68.27639924,68.2172268,68.12819942,68.76251947,68.81816158,68.98663697,68.96436526,68.88641425,65.32024102,65.44298148,65.2644499,65.44298148,65.43182325,65.42796563,64.82535431,64.80303538,64.61332441,63.879377,59.01910969,58.95283331,58.96387938,58.06914835,58.14647078,58.14647078,58.35634596,,
IBRD only,IBD,Agricultural land (% of land area),AG.LND.AGRI.ZS,,32.93635961,33.11750774,33.28722959,33.43405385,33.6087156,33.79763984,33.96515628,34.19094664,34.49803543,34.65036282,34.93679087,35.16590114,35.3973548,35.67191588,35.85756637,36.08318379,36.31350449,36.4988779,36.71449956,36.83033332,36.92905526,37.21402638,37.51757233,37.86098191,38.23349241,38.51534982,38.79265858,38.98613611,39.20451084,39.47033475,39.67971645,35.80551823,35.90464862,35.97927795,36.00721776,36.03435887,36.08909153,36.13790862,36.15554184,36.16406512,36.11529261,36.10479011,36.15192479,36.3057343,36.11311829,36.08079341,36.11554654,36.14482871,36.18667734,36.30458864,36.35828177,36.40867232,36.56787986,36.62787261,36.82192233,36.79736744,,
IDA & IBRD total,IBT,Agricultural land (% of land area),AG.LND.AGRI.ZS,,34.54124579,34.69039319,34.863089,35.00059897,35.16755157,35.26501178,35.41586559,35.58272236,35.8609238,35.9369767,36.11712839,36.23930882,36.48806567,36.61105038,36.74523638,36.70206136,36.81182587,36.94913353,37.07470071,37.21650729,37.24582853,37.50201094,37.71239863,38.02877059,38.35782579,38.62698316,38.85622461,39.0170006,39.20495605,39.41638058,39.63128256,36.86803161,36.90030381,37.00121874,37.07689471,37.13130671,37.33122805,37.4018028,37.48840577,37.52684893,37.51199603,37.53775892,37.46924271,37.61060961,37.55757274,37.56511977,37.62540685,37.68113808,37.69733546,37.82578061,37.9188273,38.00058417,38.11433267,38.15463934,38.29949545,38.26993504,,
IDA total,IDA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,38.08178113,38.16033178,38.33958844,38.45655018,38.60649564,38.50217729,38.61627171,38.65311523,38.86758837,38.7753723,38.72106798,38.60735076,38.89427668,38.6829055,38.70357627,38.06739916,37.9111984,37.94246574,37.86935907,38.06846406,37.94467711,38.13734738,38.14221421,38.39893719,38.63212359,38.87326277,38.99646064,39.08509222,39.20593822,39.29735214,39.52443545,40.09107445,39.78158531,39.95921815,40.17293426,40.30626314,40.92644987,41.05863114,41.34516629,41.46890209,41.55211554,41.68267733,41.27964583,41.38533109,41.73607918,41.86496479,41.99719932,42.13151747,42.07325158,42.2321026,42.43909333,42.61172006,42.59378776,42.57729474,42.57964725,42.53558153,,
IDA blend,IDB,Agricultural land (% of land area),AG.LND.AGRI.ZS,,51.82463974,52.00371803,52.42225329,52.71113942,53.27631298,52.87483439,53.23279202,53.20115565,53.98625042,53.54067531,53.21963838,52.46483421,53.58770211,52.75421871,52.71458273,49.93806309,49.23793049,49.05221072,48.74501822,49.33570167,48.59505996,49.20609801,48.98421655,49.83738151,50.37313121,51.03986699,51.38980597,51.35779159,51.66283767,51.59697173,52.17339423,52.98880083,52.38314069,52.57107694,53.00594708,53.0018167,54.92717244,55.06905827,55.59836328,55.68784095,55.36709532,55.52042459,53.04214379,52.99008815,53.08812194,53.39333627,53.40925347,53.18345753,52.4923856,52.70167803,53.0628398,53.24019095,53.05080223,52.98215185,52.96827802,52.7638181,,
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,21.30748467,21.30748467,21.2798843,21.2798843,21.25228393,21.22468356,21.22468356,21.22468356,21.19708319,21.19708319,21.16948282,21.16948282,21.14188246,21.14188246,21.11759413,21.00167258,21.00167258,21.00167258,20.97628024,20.97628024,20.94867987,20.94867987,20.92107951,20.45297725,21.90310063,22.79348852,24.00404069,24.3639495,24.5284477,24.88614848,22.92155423,22.82605696,23.19314186,23.16830153,23.72417295,23.71865288,24.027225,24.22042758,25.32444233,26.04205192,26.33075178,26.59626733,28.15568816,29.45842556,28.61937435,28.4283798,29.25639087,29.80839824,30.69161004,30.69161004,31.18841668,31.18841668,31.46442036,31.46442036,31.46442036,31.46442036,,
IDA only,IDX,Agricultural land (% of land area),AG.LND.AGRI.ZS,,33.52247231,33.56767207,33.66754604,33.72747043,33.73966048,33.73392754,33.76711828,33.82668058,33.8518452,33.87685896,33.91104543,34.0100142,34.01960934,34.01451642,34.05512201,34.1290498,34.15331018,34.25656769,34.26112405,34.33031443,34.41118238,34.46505009,34.54514557,34.60398603,34.73679052,34.83672883,34.88470042,35.01335892,35.07309255,35.21668747,35.32809281,35.54650267,35.61284955,35.78547599,35.92601097,36.10483026,36.2930956,36.42207306,36.62827478,36.76345513,36.98035001,37.1033774,37.38706972,37.54456086,37.97892974,38.04949243,38.22252,38.47369613,38.62486589,38.76717284,38.923196,39.09422592,39.13301303,39.13356273,39.14128073,39.15030071,,
Isle of Man,IMN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,57.01754386,57.01754386,56.49122941,55.78947235,56.14035088,54.38596491,54.56140418,54.73684344,55.43859716,55.43859716,55.43859716,56.14035088,56.84210794,57.54385831,58.24561537,59.12280836,59.82455873,60.52631579,61.22807285,62.10526583,62.80701621,63.68420919,64.21052364,64.9122807,65.61403776,66.49123075,67.19298112,67.89473818,68.59648855,69.47368153,70.1754386,70.87719566,71.57894603,72.45613901,73.15789608,73.85964645,74.56140351,75.43859649,76.14035355,76.84210392,77.54386099,79.64912548,80.29824642,80.35087585,80.89473791,74.31579054,73.89473497,77.68420838,76.17543538,76.10526503,74.75438704,67.36842373,68.0701741,68.24561671,70.87719566,69.82456007,,
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,,58.84319536,59.35779415,59.24747493,59.43515214,59.59154982,59.71027751,59.80344344,59.99078431,59.79839835,59.88584652,59.80680683,59.85019457,60.12094753,60.29954359,60.43811529,60.42298003,60.40347236,60.74014779,60.73611172,60.63251928,60.67590702,60.80035248,60.69642371,61.0293994,60.99172942,60.94195124,61.06000626,60.90798099,61.04588001,61.01628218,61.07446884,60.97995755,61.00585566,60.97524881,60.85887548,60.73913877,60.87098369,60.83499541,60.88443725,60.86896566,60.70483218,60.72938494,60.62478348,60.66716221,60.58341377,60.50941918,60.4132262,60.45930465,60.56390611,60.39741826,60.43004315,60.42062566,60.43946065,60.44719645,60.44719645,60.44719645,,
Not classified,INX,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Agricultural land (% of land area),AG.LND.AGRI.ZS,,81.86964726,81.97125853,82.31964001,82.24706053,82.18899695,81.79706779,82.07286979,82.36318769,82.6099579,82.26157643,82.3341559,82.47931485,82.47931485,82.6244738,82.95833938,82.98737117,83.05995065,83.13253012,83.05995065,83.13253012,83.2051096,83.13253012,82.79866454,82.68253738,82.81318043,82.65350559,82.29060822,82.20351285,82.08738569,82.00029032,64.47960517,64.05864422,63.92800116,63.72477863,63.71026274,63.01349978,64.31993032,64.1021919,64.13122369,64.04412832,64.01509653,63.47800842,63.43446073,62.49092757,62.44737988,61.83771229,62.06996661,60.96821161,60.80708376,66.30860793,66.11990129,65.8005516,64.98766149,64.82798665,64.30541443,64.53766875,,
"Iran, Islamic Rep.",IRN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,36.39026008,36.40192539,36.43876323,36.47560107,36.51243891,36.51857855,36.56155603,36.59225423,36.63523171,36.65365063,36.93239028,37.32901103,37.74712051,37.42724527,37.10798399,36.80714163,36.64935288,36.14221862,36.78135514,35.43370417,35.78182175,36.14221862,36.35280827,36.55541639,37.06500651,37.26761463,37.47022275,37.98656647,37.88157862,37.75878582,38.67788993,39.16292149,39.38701835,39.39008817,39.42140033,39.55585844,39.19054987,39.77688548,39.10152509,38.608512,39.18502419,39.32071023,39.45639628,39.59208232,29.24371915,29.37940519,29.51509124,28.66290921,28.66364548,28.57351509,28.48338709,28.3932567,28.21410153,28.21410153,28.21410153,28.21410153,,
Iraq,IRQ,Agricultural land (% of land area),AG.LND.AGRI.ZS,,20.12026431,20.24601596,20.37176761,20.2688799,20.39463155,20.40606352,20.53181517,20.54324714,20.5546791,20.56153829,20.57525665,20.94336603,20.96622997,21.21773327,21.22916524,21.22916524,21.22916524,21.46695018,21.58126986,21.58126986,21.58126986,21.60642019,21.60642019,21.60642019,21.6407161,21.675012,21.675012,21.78933169,21.10341359,21.10341359,22.01797105,21.83505956,22.56670554,21.37778083,20.80618241,20.80618241,19.80016919,20.34890367,20.00594462,18.97706747,19.41148227,20.21172005,19.868761,19.868761,21.46923657,20.5546791,20.89763816,18.72556417,18.07423098,18.92613741,19.68594585,19.72854117,20.41736502,21.35084545,21.42225296,21.42225296,,
Iceland,ISL,Agricultural land (% of land area),AG.LND.AGRI.ZS,,21.14713217,21.14713217,21.14713217,21.14713217,21.14713217,21.14713217,21.14713217,21.14713217,21.14713217,19.96009975,19.86034913,19.7605985,19.66084788,19.55112219,19.45137157,19.35162095,19.26184539,19.16209476,19.06234414,18.95261845,18.95261845,18.95261845,18.95261845,18.95261845,18.95261845,18.95261845,18.95261845,18.95261845,18.95261845,18.96259352,18.96259352,18.96259352,18.95261845,18.95261845,18.94264339,18.92269327,18.90274314,18.86284289,18.84289277,18.84289277,18.84289277,18.82294264,18.80299252,18.79301746,18.77306733,18.76309227,18.71321696,18.71321696,18.7032419,18.69326683,18.6852863,18.67531123,18.67531123,18.67531123,18.67331671,18.67331671,,
Israel,ISR,Agricultural land (% of land area),AG.LND.AGRI.ZS,,23.61367837,23.33641405,24.1219963,24.26062847,23.75231054,24.26062847,24.26062847,24.07578558,24.16820702,24.26062847,24.35304991,24.35304991,24.81515712,25.18484288,24.95378928,24.49168207,24.53789279,24.63031423,24.63031423,24.63031423,24.86136784,24.95378928,25.55452865,26.06284658,26.57116451,26.75600739,26.66358595,26.61737523,26.57116451,26.75600739,26.70979667,26.66358595,26.66358595,26.75600739,26.47874307,26.06284658,26.01663586,25.97042514,25.83179298,26.15526802,25.92421442,26.01663586,25.46210721,23.72920518,23.7754159,23.51201422,23.94177336,23.82624656,24.14972161,23.31330869,23.8909427,24.31608189,24.04343751,24.84750519,24.67190501,24.58410351,,
